"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2634","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","150","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2635","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","151","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2636","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","151","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2637","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","151","LocalVariableCouldBeFinal: Local variable 'lengthString' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2638","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","151","LocalVariableCouldBeFinal: Local variable 'lengthString' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2639","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","152","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2640","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","152","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"2641","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","156","CyclomaticComplexity: The method 'getRoutingIcon(DirectionManeuverType)' has a cyclomatic complexity of 33.","Design","CyclomaticComplexity"
"2642","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","156","CyclomaticComplexity: The method 'getRoutingIcon(DirectionManeuverType)' has a cyclomatic complexity of 33.","Design","CyclomaticComplexity"
"2643","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","156","MethodArgumentCouldBeFinal: Parameter 'maneuver' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2644","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","156","MethodArgumentCouldBeFinal: Parameter 'maneuver' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"2645","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","156","NcssCount: The method 'getRoutingIcon(DirectionManeuverType)' has a NCSS line count of 88.","Design","NcssCount"
"2646","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","156","NcssCount: The method 'getRoutingIcon(DirectionManeuverType)' has a NCSS line count of 88.","Design","NcssCount"
"2647","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","156","StdCyclomaticComplexity: The method 'getRoutingIcon' has a Standard Cyclomatic Complexity of 25.","Design","StdCyclomaticComplexity"
"2648","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","156","StdCyclomaticComplexity: The method 'getRoutingIcon' has a Standard Cyclomatic Complexity of 25.","Design","StdCyclomaticComplexity"
"2649","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","5","157","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'context' (lines '157'-'247').","Error Prone","DataflowAnomalyAnalysis"
"2650","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","5","157","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'context' (lines '157'-'247').","Error Prone","DataflowAnomalyAnalysis"
"2651","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","157","LocalVariableCouldBeFinal: Local variable 'context' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2652","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","157","LocalVariableCouldBeFinal: Local variable 'context' could be declared final","Code Style","LocalVariableCouldBeFinal"
"2653","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","157","PrematureDeclaration: Avoid declaring a variable if it is unreferenced before a possible exit point.","Code Style","PrematureDeclaration"
"2654","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","157","PrematureDeclaration: Avoid declaring a variable if it is unreferenced before a possible exit point.","Code Style","PrematureDeclaration"
"2655","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","158","ShortVariable: Avoid variables with short names like id","Code Style","ShortVariable"
"2656","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","158","ShortVariable: Avoid variables with short names like id","Code Style","ShortVariable"
"2657","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","239","OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method","Code Style","OnlyOneReturn"
"2658","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","239","OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method","Code Style","OnlyOneReturn"
"2659","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","242","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2660","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","242","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"2661","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","242","OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method","Code Style","OnlyOneReturn"
"2662","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/DirectionsDialogFragment.java","3","242","OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method","Code Style","OnlyOneReturn"
"2663","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"2664","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"2665","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","39","CommentRequired: Class comments are required","Documentation","CommentRequired"
"2666","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","39","CommentRequired: Class comments are required","Documentation","CommentRequired"
"2667","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","39","ModifiedCyclomaticComplexity: The class 'RoutingDialogFragment' has a Modified Cyclomatic Complexity of 4 (Highest = 13).","Design","ModifiedCyclomaticComplexity"
"2668","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","39","ModifiedCyclomaticComplexity: The class 'RoutingDialogFragment' has a Modified Cyclomatic Complexity of 4 (Highest = 13).","Design","ModifiedCyclomaticComplexity"
"2669","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","39","StdCyclomaticComplexity: The class 'RoutingDialogFragment' has a Standard Cyclomatic Complexity of 4 (Highest = 13).","Design","StdCyclomaticComplexity"
"2670","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","39","StdCyclomaticComplexity: The class 'RoutingDialogFragment' has a Standard Cyclomatic Complexity of 4 (Highest = 13).","Design","StdCyclomaticComplexity"
"2671","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","40","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2672","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","40","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2673","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","40","LongVariable: Avoid excessively long variable names like ARG_END_POINT_DEFAULT","Code Style","LongVariable"
"2674","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","40","LongVariable: Avoid excessively long variable names like ARG_END_POINT_DEFAULT","Code Style","LongVariable"
"2675","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","42","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2676","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","42","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2677","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","44","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2678","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","44","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2679","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","46","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2680","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","46","CommentRequired: Field comments are required","Documentation","CommentRequired"
"2681","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","48","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"2682","com.esri.arcgisruntime.opensourceapps.mapsapp.location","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/location/RoutingDialogFragment.java","3","48","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
